country,channel,code
hu,OzoneNetwork,OzoneNetwork.hu
hu,Izaura TV,IzauraTV.hu
hu,Discovery HD Showcase,DiscoveryHDShowcase.hu
hu,RTL Gold,RTLGold.hu
hu,m2,m2.hu
hu,Chili TV,ChiliTV.hu
hu,National Geographic,NationalGeographic.hu
hu,Universal Channel,UniversalChannel.hu
hu,Comedy Central Family,ComedyCentralFamily.hu
hu,Paramount Channel,ParamountChannel.hu
hu,m5,m5.hu
hu,Cool,Cool.hu
hu,HBO Comedy,HBOComedy.hu
hu,JimJam,JimJam.hu
hu,TV Paprika,TVPaprika.hu
hu,Cinemax 2,Cinemax2.hu
hu,Digi Sport 1,DigiSport1.hu
hu,Sony Max TV,SonyMax.hu
hu,Extreme Sports,ExtremeSports.hu
hu,TLC,TLC.hu
hu,Spektrum,Spektrum.hu
hu,Discovery Channel,DiscoveryChannel.hu
hu,Mozi+,MoziPlus.hu
hu,SportM,SportM.hu
hu,Duna World TV,Duna2.hu
hu,Cartoon Network TV,CartoonNetwork.hu
hu,Prime,Prime.hu
hu,Romance TV,RomanceTV.hu
hu,m3,m3.hu
hu,Epic Drama TV,EpicDrama.hu
hu,Nat Geo HD,NationalGeographicHD.hu
hu,Echo TV,EchoTV.hu
hu,Sony Movie Channel TV,SonyMovieChannel.hu
hu,BBC Earth,BBCEarth.hu
hu,m1,m1.hu
hu,Fox,Fox.hu
hu,FEM3,FEM3.hu
hu,DOQ,DOQ.hu
hu,M4 Sport,M4Sport.hu
hu,Travel Channel,TravelChannel.hu
hu,Discovery Science,DiscoveryScience.hu
hu,Filmbox HD,Filmbox.hu
hu,Kiwi TV,KiwiTV.hu
hu,SuperTV2,SuperTV2.hu
hu,Fine Living,FineLiving.hu
hu,Galaxy,Galaxy.hu
hu,AXN Black,AXNBlack.hu
hu,VIASAT6,VIASAT6.hu
hu,Food Network,FoodNetwork.hu
hu,RTL II,RTL2.hu
hu,Digi World,DigiWorld.hu
hu,Nick Jr. TV,NickJr.hu
hu,Sorozat+,Sorozat.hu
hu,Animal Planet,AnimalPlanet.hu
hu,hírTV,HirTV.hu
hu,HBO,HBO.hu
hu,Minimax,Minimax.hu
hu,Zenebutik,Zenebutik.hu
hu,Jocky TV,JockyTV.hu
hu,VIASAT3,Viasat3.hu
hu,ATV,MagyarATV.hu
hu,Filmbox Family,FilmboxFamily.hu
hu,Music Channel,MusicChannel.hu
hu,TV4 TV,TV4.hu
hu,C8,C8.hu
hu,Megamax,Megamax.hu
hu,Muzsika TV,MuzsikaTV.hu
hu,HISTORY,HISTORY.hu
hu,Filmbox Extra,FilmboxExtra.hu
hu,Nickelodeon,Nickelodeon.hu
hu,RTL+,RTLplus.hu
hu,RTL Klub,RTLKlub.hu
hu,RTL Spike,RTLSpike.hu
hu,Cartoon Network / TCM (3-21),CartoonNetworkTCM(3-21).hu
hu,Fishing and Hunting,FishingHunting.hu
hu,Spíler TV,SpilerTV.hu
hu,Sláger TV,SlagerTV.hu
hu,Humor+,Humor+.hu
hu,Boomerang,Boomerang.hu
hu,STORY4,STORY4.hu
hu,Viasat Explorer,ViasatExplorer.hu
hu,STORY5,STORY5.hu
hu,HBO 2,HBO2.hu
hu,Viasat History,ViasatHistory.hu
hu,VIVA,VivaTV.hu
hu,Digi Life,DigiLife.hu
hu,Digi Film,DigiFilm.hu
ie,RTÉ Two,RTETwo.ie
ie,Sky Sports Cricket HD,SkySportsCricket.ie
ie,Sky Sports Main Event HD,SkySportsMainEvent.ie
ie,Sky Sports Action HD,SkySportsAction.ie
ie,TG4,TG4.ie
ie,Sky Sports Arena HD,SkySportsArena.ie
ie,VM Sport Extra 4 HD,VMSportExtra4.ie
ie,VM Sport Extra 2 HD,VMSportExtra2.ie
ie,Virgin Media One,VirginMediaOne.ie
ie,Eir Sport 2,eirSport2.ie
ie,Sky Sports Football HD,SkySportsFootball.ie
ie,Virgin Media Sport HD,VirginMediaSport.ie
ie,UTV Ireland,UTV.ie
ie,Virgin Media Two,VirginMediaTwo.ie
ie,RTÉ One,RTEOne.ie
ie,VM Sport Extra 5 HD,VMSportExtra5.ie
ie,RTÉ One +1,RTEOnePlus1.ie
ie,Virgin Media Three,VirginMediaThree.ie
ie,VM Sport Extra 1 HD,VMSportExtra1.ie
ie,Sky Sports Golf HD,SkySportsGolf.ie
ie,RTÉ News Now,RTENewsNow.ie
ie,Sky Sports Mix HD,SkySportsMix.ie
ie,VM Sport Extra 3 HD,VMSportExtra3.ie
ie,Eir Sport 1,eirSport1.ie
ie,Sky Sports Premier League HD,SkySportsPremierLeague.ie
ie,RTÉ Jr,RTEJr.ie
ie,Virgin Media One +1,VirginMediaOnePlus1.ie
ie,VM Sport Extra 6 HD,VMSportExtra6.ie
il,HOT3,Hot3.il
il,Yes Action,YesAction.il
il,Yes Home Plus,YesHomePlus.il
il,VH-1,VH-1.il
il,HOT Comedy Central,HotComedyCentral.il
il,Disney,Disney.il
il,DISCOVERY,Discovery.il
il,NAT GEO WILD,NatGeoWild.il
il,HOT Gold,HotGold.il
il,JIMJAM,Jimjam.il
il,Ego,Ego.il
il,Nick Jr.,NickJr.il
il,Hot Zone,HotZone.il
il,Yes Comedy,YescComedy.il
il,Ego Total,EgoTotal.il
il,Yes 2,Yes2.il
il,Yes Oh,YesOh.il
il,Music 24,Music24.il
il,Kan 11,Kan11.il
il,Hot Food ch.,HotFood.il
il,Yes Drama,YesDrama.il
il,Hot Health ch,HotHealth.il
il,HOP!,Hop.il
il,Sport 4,Sport4.il
il,Shopping Ch.,Shopping.il
il,MTV,MTV.il
il,Sport ONE,SportOne.il
il,Hot 8,Hot8.il
il,Yes Travel,YesTravel.il
il,Yes 3,Yes3.il
il,Sport 3,Sport3.il
il,Viva+,VivaPlus.il
il,Yes 4,Yes4.il
il,Yes Docu,YesDocu.il
il,Nat Geo HD,NatGeoHD.il
il,Nick,Nick.il
il,SKY NEWS,SkyNews.il
il,Animal Planet,AnimalPlanet.il
il,HOT Bollywood,HotBollywood.il
il,EXTREME SPORTS,ExtremeSports.il
il,Sport 5+,Sport5Plus.il
il,History,History.il
il,HOP Baby,HopBaby.il
il,Keshet,Keshet.il
il,Jr,jr.il
il,MEZZO,MEZZO.il
il,Yes 5,Yes5.il
il,HOT Fun,HotFun.il
il,Home +,HotHomePlus.il`
il,Viva,Viva.il
il,Israel+,IsraelPlus.il
il,Sport 5 HD,Sport5HD.il
il,Ch. 10,Israel10.il
il,Reshet,Reshet.il
il,FTV.il,FTV
il,Hot Travel ch,HotTravel.il
il,HOT Isreali Ent.,HotIsraeliEnt.il
il,HOT Luli,HotLuli.il
il,E!,Hot_E!.il
il,Sport 2,Sport2.il
il,Good Life,HotGoodLife.il
il,HOT Bombay,HotBombay.il
il,Sport 5+ Gold,Sport5Gold.il
il,Yes Food,YesFood.il
il,Yes 1,Yes1.il
il,EUROSPORT,EUROSPORT.il
il,HOT Drama,HotDrama.il
il,HOT Action,HotAction.il
il,Sport 5,Sport5.il
il,Yes Health,YesHealth.il
il,HOP Yaldut,HopYaldut.il
il,DISCOVERY SCIENCE,DiscoverySci.il
il,NATIONAL GEOGRAPHIC,NatGeo.il
in,Maa Music,MaaMusic.in
in,DSPORT,DSPORT.in
in,News 11,News11.in
in,SONY PIX HD,SONYPIXHD.in
in,Vijay Super,VijaySuper.in
in,Disney Channel,DisneyChannel.in
in,Sony Pal,SonyPal.in
in,ETV Plus,ETVPlus.in
in,NDTV India,NDTVIndia.in
in,Food Food,FoodFood.in
in,ETV MP,ETVMP.in
in,ETV UP,ETVUP.in
in,Pogo,Pogo.in
in,SONY MAX 2,SONYMAX2.in
in,Zee News,ZeeNews.in
in,Angel TV,AngelTV.in
in,MKN,MKN.in
in,Surya TV,SuryaTV.in
in,Zee Classic,ZeeClassic.in
in,UTV Movies,UTVMovies.in
in,Tarang Music,TarangMusic.in
in,India TV,IndiaTV.in
in,NDTV 24x7,NDTV24x7.in
in,Colors SUPER,ColorsSUPER.in
in,Rupashi Bangla,RupashiBangla.in
in,24 Ghante,24Ghante.in
in,EPIC,EPIC.in
in,REPUBLIC TV,REPUBLICTV.in
in,Rishtey Cineplex,RishteyCineplex.in
in,GSTV,GSTV.in
in,ETV Cinema,ETVCinema.in
in,Colors Tamil,ColorsTamil.in
in,Bindass,Bindass.in
in,Discovery Tamil,DiscoveryTamil.in
in,10 TV,10TV.in
in,Zee Bangla,ZeeBangla.in
in,Zee Hindustan,ZeeHindustan.in
in,Colors Bangla,ColorsBangla.in
in,Zing,Zing.in
in,Sun News,SunNews.in
in,MAA Gold,MAAGold.in
in,MAA Movies,MAAMovies.in
in,STAR JALSHA,STARJALSHA.in
in,FYI TV18,FYITV18.in
in,Nick,Nick.in
in,Zee Tamil,ZeeTamil.in
in,Discovery Kids,DiscoveryKids.in
in,ETV HD,ETVHD.in
in,STAR Maa,STARMaa.in
in,SONY MAX HD,SONYMAXHD.in
in,STAR Utsav,STARUtsav.in
in,Zee Anmol,ZeeAnmol.in
in,STAR Movies,STARMovies.in
in,Zee 24 Kalak,Zee24Kalak.in
in,Star Sports 2,StarSports2.in
in,SONY SAB HD,SONYSABHD.in
in,Ten 2,Ten2.in
in,Aaj Tak,AajTak.in
in,Star Sports 1,StarSports1.in
in,Neo Sports,NeoSports.in
in,Gemini TV,GeminiTV.in
in,TV9 Gujarati,TV9Gujarati.in
in,Zee Telugu,ZeeTelugu.in
in,Jeet Prime,JeetPrime.in
in,India News,IndiaNews.in
in,Gemini Movies,GeminiMovies.in
in,Star Sports 1 Tamil,StarSports1Tamil.in
in,Colors Infinity,ColorsInfinity.in
in,Zee 24 Taas,Zee24Taas.in
in,Jaya,Jaya.in
in,Tarang TV,TarangTV.in
in,Nat Geo People,NatGeoPeople.in
in,Colors Gujarati Cinema,ColorsGujaratiCinema.in
in,MH One,MHOne.in
in,STAR Sports Select HD2,STARSportsSelect2.in
in,&TV,andTV.in
in,Sun Life,SunLife.in
in,SONY AATH,SONYAATH.in
in,9X Tashan,9XTashan.in
in,ETV Life,ETVLife.in
in,Surya Movies,SuryaMovies.in
in,Murasu TV,MurasuTV.in
in,Discovery Science,DiscoveryScience.in
in,SONY,SONY.in
in,SONY ESPN,SONYESPN.in
in,CNN News 18,CNNNews18.in
in,IBN Lokmat,IBNLokmat.in
in,Gemini Life,GeminiLife.in
in,Zee Kalinga News,ZeeKalingaNews.in
in,Asianet news,Asianetnews.in
in,Life OK,LifeOK.in
in,DD News,DDNews.in
in,9XM,9XM.in
in,SONY TEN 3,SONYTEN3.in
in,Asianet,Asianet.in
in,Movies OK,MoviesOK.in
in,SONY TEN 3 HD,SONYTEN3HD.in
in,Zee Talkies,ZeeTalkies.in
in,Cinema TV,CinemaTV.in
in,Colors Rishtey,ColorsRishtey.in
in,ABP News,ABPNews.in
in,Ten Golf HD,TenGolfHD.in
in,Movies Now,MoviesNow.in
in,Jaya Max,JayaMax.in
in,STAR Movies Select HD,STARMoviesSelectHD.in
in,Asianet Movies,AsianetMovies.in
in,SONY MIX,SONYMIX.in
in,AXN,AXN.in
in,Zoom,Zoom.in
in,STAR Vijay,STARVijay.in
in,Sonic Nickelodeon,SonicNickelodeon.in
in,Movies Now 2,MoviesNow2.in
in,Discovery Turbo,DiscoveryTurbo.in
in,Colors HD,ColorsHD.in
in,Colors Oriya,ColorsOriya.in
in,PTC Punjabi,PTCPunjabi.in
in,CNBC TV18,CNBCTV18.in
in,STAR PLUS HD,STARPLUSHD.in
in,NewsX,NewsX.in
in,CNBC TV18 Prime HD,CNBCTV18PrimeHD.in
in,SONY TEN 1 HD,SONYTEN1HD.in
in,SONY BBC Earth,SONYBBCEarth.in
in,MTV Beats HD,MTVBeatsHD.in
in,Raj Digital Plus,RajDigitalPlus.in
in,Aastha,Aastha.in
in,Comedy Central,ComedyCentral.in
in,Animal Planet,AnimalPlanet.in
in,&Pictures HD,andPicturesHD.in
in,Sony Marathi,SonyMarathi.in
in,Colors Marathi,ColorsMarathi.in
in,Sun,Sun.in
in,UTV HD,UTV.in
in,Star Suvarna Plus,StarSuvarnaPlus.in
in,Discovery,Discovery.in
in,Surya Cinema,SuryaCinema.in
in,SONY WAH,SONYWAH.in
in,STAR Utsav Movies,STARUtsavMovies.in
in,Vijay,Vijay.in
in,Colors Kannada Cinema,ColorsKannadaCinema.in
in,MTV,MTV.in
in,Raj Musix,RajMusix.in
in,Sony SIX,SonySIX.in
in,Star Gold Select HD,StarGoldSelectHD.in
in,Colors HD +1,ColorsHD+1.in
in,STAR GOLD HD,STARGOLDHD.in
in,Raj News Tamil,RajNewsTamil.in
in,Star Sports 3,StarSports3.in
in,News 24,News24.in
in,STAR Pravah,STARPravah.in
in,News 18 India,News18India.in
in,Gemini Comedy,GeminiComedy.in
in,SONY TEN 2 HD,SONYTEN2HD.in
in,SONY ESPN HD,SONYESPNHD.in
in,ABP Ananda,ABPAnanda.in
in,9X Jalwa,9XJalwa.in
in,History TV18,HistoryTV18.in
in,&Pictures,andPictures.in
in,SONY PIX,SONYPIX.in
in,Raj TV,RajTV.in
in,PTC Chakde,PTCChakde.in
in,Jaya Plus,JayaPlus.in
in,HBO,HBO.in
in,TV9,TV9.in
in,Raj News Telugu,RajNewsTelugu.in
in,Zee Anmol Cinema,ZeeAnmolCinema.in
in,Multiplex,Multiplex.in
in,Colors Kannada,ColorsKannada.in
in,Zee TV,ZeeTV.in
in,PTC News,PTCNews.in
in,Sun Music HD,SunMusicHD.in
in,Zee Purvaiya,ZeePurvaiya.in
in,STAR World,STARWorld.in
in,CNN Intl,CNNIntl.in
in,STAR Plus,STARPlus.in
in,Enterr10,Enterr10.in
in,Star Suvarna,StarSuvarna.in
in,SAB HD,SAB.in
in,ET NOW,ETNOW.in
in,Romedy Now,RomedyNow.in
in,B4U Music,B4UMusic.in
in,Gemporia,Gemporia.in
in,Channel V,ChannelV.in
in,National Geographic,NationalGeographic.in
in,Colors Gujarati,ColorsGujarati.in
in,Star Sports 1 Hindi,StarSports1Hindi.in
in,Flowers,Flowers.in
in,Living Foodz,LivingFoodz.in
in,Asianet Plus,AsianetPlus.in
in,Zee Studio,ZeeStudio.in
in,Dhoom Music,DhoomMusic.in
in,MAA TV,MAATV.in
in,SONY ROX HD,SONYROXHD.in
in,SONY TEN 1,SONYTEN1.in
in,Ten 1,Ten1.in
in,Nat Geo Wild,NatGeoWild.in
in,SONY SIX HD,SONYSIXHD.in
in,UTV Action,UTVAction.in
in,SONY YAY,SONYYAY.in
in,Disney International HD,DisneyInternationalHD.in
in,Zee Cinema HD,ZeeCinemaHD.in
in,KTV,KTV.in
in,StarPremiere HD,StarPremiereHD.in
in,Disney Junior,DisneyJunior.in
in,MTV Beats,MTVBeats.in
in,Zee Cafe HD,ZeeCafeHD.in
in,Surya Comedy,SuryaComedy.in
in,B4U Movies,B4UMovies.in
in,E24,E24.in
in,INDIA TODAY,INDIATODAY.in
in,Ten 3,Ten3.in
in,9X Jhakaas,9XJhakaas.in
in,Star Sports Select 1,StarSportsSelect1.in
in,SONY SAB,SONYSAB.in
in,Surya Music,SuryaMusic.in
in,Nat Geo Music,NatGeoMusic.in
in,Zee Cinema,ZeeCinema.in
in,Zee Action,ZeeAction.in
in,Colors,Colors.in
in,Zee YUVA,ZeeYUVA.in
in,Zee Salaam,ZeeSalaam.in
in,NDTV Good Times,NDTVGoodTimes.in
in,SONY MAX,SONYMAX.in
in,CartoonNetwork,CartoonNetwork.in
in,Colors Cineplex,ColorsCineplex.in
in,Media One,MediaOne.in
in,SONY TEN 2,SONYTEN2.in
in,Music India,MusicIndia.in
in,Surya HD,SuryaHD.in
in,Nick Jr.,NickJr..in
in,Zee Cinemalu,ZeeCinemalu.in
int,LeSports Now Premier League Channel 5,LeSportsNowPremierLeagueChannel5.int
int,Sports Illustrated,SportsIllustrated.int
int,Mio Stadium 106,mioStadium106.int
int,Now Sports 5,NowSports5.int
int,Mio Sports,mioSports.int
int,Mio Stadium 105,mioStadium105.int
int,Now Sports 7,NowSports7.int
int,Flow Sports 1,FlowSports1.int
int,Setanta Sports Channel,SetantaSportsChannel.int
int,FOX SPORTS 3 ASIA,FOXSportsAsia3.int
int,Mio Stadium 103,mioStadium103.int
int,Now Sports 1,NowSports1.int
int,Now Sports 651,NowSports651.int
int,STAR Cricket Extra,STARCricketExtra.int
int,Eleven Sports 3,ElevenSports3.int
int,Eleven Sports 2,ElevenSports2.int
int,FOX SPORTS 1 ASIA,FOXSportsAsia1.int
int,Now Sports 2,NowSports2.int
int,Mio Stadium 104,mioStadium104.int
int,Now Sports 650,NowSports650.int
int,LeSports Now Premier League Channel 7,LeSportsNowPremierLeagueChannel7.int
int,FOX SPORTS 2 ASIA,FOXSportsAsia2.int
int,Now Golf 1,NowGolf1.int
int,LeSports Now Premier League Channel 2,LeSportsNowPremierLeagueChannel2.int
int,Flow Sports 2,FlowSports2.int
int,Now Golf 2,NowGolf2.int
int,Now Sports 6,NowSports6.int
int,LeSports Now Premier League Channel 6,LeSportsNowPremierLeagueChannel6.int
int,Mio Stadium 108,mioStadium108.int
int,LeSports Now Premier League Channel 3,LeSportsNowPremierLeagueChannel3.int
int,LeSports Now Premier League Channel 4,LeSportsNowPremierLeagueChannel4.int
int,Flow Sports Premier League,FlowSportsPremierLeague.int
int,LeSports Now Premier League Channel 8,LeSportsNowPremierLeagueChannel8.int
int,Now Golf 3,NowGolf3.int
int,Now Sports 4,NowSports4.int
int,Eleven Sports 1,ElevenSports1.int
int,Mio Stadium 107,mioStadium107.int
int,Now Sports 3,NowSports3.int
int,STAR Cricket,STARCricket.int
int,Mio Stadium 102,mioStadium102.int
int,Premier League TV,PremierLeagueTV.int
int,LeSports Now Premier League Channel 1,LeSportsNowPremierLeagueChannel1.int
int,LeSports Now Premier League Channel 9,LeSportsNowPremierLeagueChannel9.int
int,Now Sports Prime,NowSportsPrime.int
it,HISTORY,History.it
it,Discovery Travel Living,DiscoveryTravel.it
it,NatGeoWild,NatGeoWild.it
it,Disney XD +1,DisneyXDPlus1.it
it,Rai Gulp,RaiGulp.it
it,Focus,Focus.it
it,SkySport262,SkySport262.it
it,Disney Channel English,DisneyInEnglish.it
it,Zelig TV,ZeligTV.it
it,Sky Sport 24,SkySport24.it
it,Joi,Joi.it
it,Primafila 14,Primafila14.it
it,LaEffe,LaEffe.it
it,TG24,SkyTG24.it
it,Doctors Life,DoctorsLife.it
it,Donna TV,DonnaTV.it
it,Sky Cinema Uno +24,SkyCinemaUnoPlus24.it
it,Primafila 2,Primafila2.it
it,Cartoon Network,CartoonNetwork.it
it,20,20Mediaset.it
it,DAZN 1 Bar,DAZN1BarHD.it
it,Disney Junior +1,DisneyJuniorPlus1.it
it,Eurosport2 - Italia,Eurosport2.it
it,Blaze HD,Blaze.it
it,K2,K2.it
it,DisneyCh +1,DisneyCh.Plus1.it
it,Pesca,Pesca.it
it,Primafila 4,Primafila4.it
it,Alice,Alice.it
it,Sky Cinema Hits,SkyCinemaHits.it
it,Inter Channel,InterChannel.it
it,La 5,LA5.it
it,RTL 102.5 TV,RTL102.5TV.it
it,MTV Music,MTVMusic.it
it,TG Norba24,Tgnorba24.it
it,Rai YoYo,RaiYoyo.it
it,Sky Uno,SkyUno.it
it,Sky Cinema Suspense,SkyCinemaSuspense.it
it,Rai 3 +1,Rai3Plus1.it
it,Cielo HD,Cielo.it
it,Sky Cinema Due,SkyCinemaDue.it
it,Sky Sport 386 DTT,SkySport386DTT.it
it,Super !,Super!.it
it,Fox Crime +2,FoxCrimePlus2.it
it,Rai Storia,RaiStoria.it
it,TG24 Primo Piano,SkyTG24PrimoPiano.it
it,Giallo,Giallo.it
it,TV Koper-Capodistria,TVCapodistria.it
it,Sky Sport Uno,SkySportUno.it
it,SkySport259,SkySport259.it
it,Sky Cinema Due + 24,SkyCinemaDue+24.it
it,Rai News 24,RaiNews.it
it,Rai Movie,RaiMovie.it
it,Boing,Boing.it
it,Rai 1 +1,Rai1Plus1.it
it,Rai 2,Rai2.it
it,Telelombardia,Telelombardia.it
it,La7,La7.it
it,Roma Channel,RomaChannel.it
it,Sky TG 24 Meteo,Sky24Meteo.it
it,Premium Crime +24,PremiumCrimePlus24.it
it,SMtv San Marino - Sport,SMtvSport.it
it,Premium Cinema Energy,PremiumCinemaEnergy.it
it,UNINETTUNO University TV,UNINETTUNOUniversityTV.it
it,Sky Sport Arena,SkySportArena.it
it,ClassTVModa.it,ClassTVModa.it
it,Food Network,FoodNetwork.it
it,Top Crime,TopCrime.it
it,Primafila 19,Primafila19.it
it,TV8,Tv8.it
it,SkySport260,SkySport260.it
it,Sky Sport Serie A,SkySportSerieA.it
it,Fox +1,FoxPlus1.it
it,Disney Channel,DisneyChannel.it
it,Cartoon +1,CartoonPlus1.it
it,Italia 1,Italia1.it
it,Mediaset Extra,MediasetExtra.it
it,Auto Moto TV,AutoMotoTV.it
it,VH1,VH1.it
it,Primafila 9,Primafila9.it
it,Italia 2,Italia2.it
it,RDS TV,RDS.it
it,CI Crime+Investigation HD,CrimeInvestigation.it
it,Canale 5,Canale5.it
it,Disney Junior,DisneyJunior.it
it,Radio Italia TV,RadioItalia.it
it,Rai Scuola,RaiScuola.it
it,Sky Sport Football,SkySportFootball.it
it,SkySport255,SkySport255.it
it,Primafila 5,Primafila5.it
it,Premium Cinema,PremiumCinema.it
it,Primafila 18,Primafila18.it
it,Rai Premium,RaiPremium.it
it,SkySport256,SkySport256.it
it,Man-Ga,ManGa.it
it,Sky Cinema Uno +1,SkyCinemaUnoPlus1.it
it,Stories,Stories.it
it,Primafila 10,Primafila10.it
it,Fox Live,FoxLife.it
it,Primafila 11,Primafila11.it
it,Primafila 16,Primafila16.it
it,Rete 4 +1,Rete4Plus1.it
it,SkySport263,SkySport263.it
it,Animal Planet,AnimalPlanet.it
it,Sky Music,SkyMusic.it
it,Fox Life +1,FoxLifePlus1.it
it,Fox Animation HD,FoxAnimation.it
it,Case Design Stili,CaseDesignStili.it
it,TVA Vicenza,TVAVicenza.it
it,Gambero Rosso,GamberoRosso.it
it,Nickelodeon,Nickelodeon.it
it,Primafila 1,Primafila1.it
it,Radio Freccia,RadioFreccia.it
it,Discovery Channel,Discovery.it
it,Sky Sport Golf,SkySportGolf.it
it,DAZN,DAZN.it
it,Nickelodeon +1,NickelodeonPlus1.it
it,Rai Cinque,Rai5.it
it,Investigation Discovery,InvestigationDiscovery.it
it,Sky Cinema Uno,SkyCinemaUno.it
it,dove-tv,DoveTv.it
it,Disney XD,DisneyXD.it
it,Rai Sport,RaiSport.it
it,Frisbee,Frisbee.it
it,DeAKids +1,DeAKidsPlus1.it
it,Sky Atlantic,SkyAtlantic.it
it,Italia 7 Gold,Italia7Gold.it
it,Boomerang,Boomerang.it
it,Primafila 6,Primafila6.it
it,Studio Universal,StudioUniversal.it
it,Sky Cinema Classics,SkyCinemaClassics.it
it,Sky Sport 384 DTT,SkySport384DTT.it
it,MTV Hits,MTVHits.it
it,Caccia,Caccia.it
it,LEI +1,LEIPlus1.it
it,Premium Cinema Emotion,PremiumCinemaEmotion.it
it,Top Calcio 24,TopCalcio24.it
it,SkySport253,SkySport253.it
it,Boomerang +1,BoomerangPlus1.it
it,MTV Italia HD,MTV.it
it,Rete 4,Rete4.it
it,Milan TV HD,MilanTV.it
it,Classica,Classica.it
it,SuperTennis,SuperTennis.it
it,TV2000,TV2000.it
it,Nick Junior,NickJr.it
it,Comedy Central,ComedyCentral.it
it,Alpha TV,alpha59.it
it,Tele Radio Padre Pio,PadrePioTV.it
it,Discovery Science,DiscoverySci.it
it,Sky Cinema Family,SkyCinemaFamily.it
it,Sky Uno +1,SkyUnoPlus1.it
it,Class Horse,ClassHorse.it
it,FOX,Fox.it
it,RealTime,RealTime.it
it,Sky Sport F1 HD,SkySportF1.it
it,Primafila 12,Primafila12.it
it,Primafila 15,Primafila15.it
it,Nove,Nove.it
it,Motor Trend,MotorTrend.it
it,Lazio Style Channel,LazioStyleChannel.it
it,SMtv San Marino,SMtv.it
it,radiozeta.tv,radiozeta.it
it,Bike Channel HD,BikeChannel.it
it,Rai 1,Rai1.it
it,NatGeoPeople,NatGeoPeople.it
it,Rai HD,RaiHD.it
it,"Sky Sport HD, 251",SkySport251.it
it,Radionorba TV,RadionorbaTV.it
it,NationalGeo +1,NationalGeoPlus1.it
it,"Sky Sport HD, 258",SkySport258.it
it,Sky Atlantic +1,SkyAtlanticPlus1.it
it,myDeejay,myDeejay.it
it,Iris,Iris.it
it,Cine Sony Italia,CineSonyItalia.it
it,Sky CinemaMax +1,SkyCinemaMaxPlus1.it
it,National Geographic,NationalGeo.it
it,Class CNBC,ClassCNBC.it
it,DAZN,DAZN1.it
it,TG24 Eventi,SkyTG24Eventi.it
it,Primafila 13,Primafila13.it
it,LEI,LEI.it
it,Spike italy,Spike.it
it,Rai 4,Rai4.it
it,DeAKids,DeAKids.it
it,Nat Geo Wild +1,NatGeoWildPlus1.it
it,DeA Junior,DEAjr.it
it,Eurosport1 - Italia,Eurosport1.it
it,Sky Cinema Passion,SkyCinemaPassion.it
it,Sky Arte HD,SkyArte.it
it,Sky Cinema Max,SkyCinemaMax.it
it,Comedy +1,ComedyPlus1.it
it,SkySport257,SkySport257.it
it,Sky Cinema Romance,SkyCinemaRomance.it
it,Fox Business,FoxBusiness.it
it,Nick Junior +1,NickJrPlus1.it
it,Udinese TV,Udinese.it
it,Fox Crime +1,FoxCrimePlus1.it
it,Sky Cinema Drama,SkyCinemaDrama.it
it,Premium Cinema Comedy,PremiumCinemaComedy.it
it,Reteconomy,RetEconomy.it
it,Tgcom24,Tgcom24.it
it,History +1,HistoryPlus1.it
it,Fox Crime,FoxCrime.it
it,Sky Cinema Action,SkyCinemaAction.it
it,Sky Sport MotoGP HD,SkySportMotoGP.it
it,Ginx Esports TV,GinxEsportsTV.it
it,Sky Cinema Collection,SkyCinemaCollection.it
it,Torino Channel,TorinoChannel.it
it,QVC,QVC.it
it,SkySport252,SkySport252.it
it,Antenna3,Antenna3.it
it,SkySport261,SkySport261.it
it,Cartoonito,Cartoonito.it
it,Canale 5 +1,Canale5Plus1.it
it,Primafila 8,Primafila8.it
it,Sky Cinema Family +1,SkyCinemaFamilyPlus1.it
it,DMAX,DMAX.it
it,Paramount Channel,ParamountChannel.it
it,TG24 Rassegne,SkyTG24Rassegne.it
it,Primafila 7,Primafila7.it
it,TRM h24,TRMh24.it
it,Sky Sport NBA,SkySportNBA.it
it,Rai 2 +1,Rai2Plus1.it
it,TeenNick,TeenNick.it
it,DMAX +1,DMAXPlus1.it
it,Sky Cinema Cult,SkyCinemaCult.it
it,La7d,La7d.it
it,Baby TV,BabyTV.it
it,HSE24,HSE24.it
it,Fox Comedy HD,FoxComedy.it
it,Primafila 17,Primafila17.it
it,RaiSportpiuHD,RaiSportPlus.it
it,Premium Crime,PremiumCrime.it
it,Primafila 3,Primafila3.it
it,Sportitalia,Sportitalia.it
it,Premium Action,PremiumAction.it
it,Sky Cinema +24,SkyCinemaPlus24.it
it,RealTime +1,RealTimePlus1.it
it,Radio Bruno,RadioBruno.it
it,SkySport254,SkySport254.it
it,POP,POP.it
it,Marco Polo,Marcopolo.it
it,Fox News,FoxNews.it
it,Sky Cinema Comedy,SkyCinemaComedy.it
it,Rai 3,Rai3.it
it,Discovery +1,DiscoveryPlus1.it
it,Premium Cinema +24,PremiumCinemaPlus24.it
it,Sky Sport 385 DTT,SkySport385DTT.it
mena,beINSports Global,beINSportsGlobal.mena
mena,beIN NatGeoWild HD,NatGeoWildHD.mena
mena,beINSports HD 10,beINSportsHD10.mena
mena,beIN AnimalPlanetHD,beINAnimalPlanetHD.mena
mena,beINSports HD 1,beINSportsHD1.mena
mena,beINMax HD 4,beINMaxHD4.mena
mena,beINSports HD 12,beINSportsHD12.mena
